human_symbol	mouse_symbol
CCDC12	Ccdc12
CCDC120	Ccdc120
CCDC121	4930548H24Rik
CCDC121	Ccdc121
CCDC121	Gm6583
CCDC121	Gm6588
CCDC122	Ccdc122
CCDC124	Ccdc124
CCDC125	Ccdc125
CCDC126	Ccdc126
CCDC127	Ccdc127
CCDC13	Ccdc13
CCDC130	Ccdc130
CCDC134	Ccdc134
CCDC136	Ccdc136
CCDC137	Ccdc137
CCDC138	Ccdc138
CCDC14	Ccdc14
CCDC141	Ccdc141
CCDC142	Ccdc142
CCDC142	Gm42688
CCDC144A	Ankrd26
CCDC144A	A26c3
CCDC144A	Potegl
CCDC144B	A26c3
CCDC144B	Potegl
CCDC144CP	A26c3
CCDC144CP	Ankrd26
CCDC144CP	Potegl
CCDC144CP	Cfap57
CCDC144NL	Ankrd26
CCDC146	Ccdc146
CCDC148	Ccdc148
CCDC149	Ccdc149
CCDC15	Ccdc15
CCDC150	Ccdc150
CCDC150	Cfap57
CCDC150	Ccdc68
CCDC152	Ccdc152
CCDC153	Ccdc153
CCDC154	Ccdc154
CCDC157	Ccdc157
CCDC158	Ccdc158
CCDC159	Ccdc159
CCDC160	Ccdc160
CCDC162P	Ccdc162
CCDC163	Ccdc163
CCDC166	Ccdc166
CCDC167	Ccdc167
CCDC168	Gm8251
CCDC169	Ccdc169
CCDC169-SOHLH2	Sohlh2
CCDC17	Ccdc17
CCDC170	Ccdc170
CCDC171	Ccdc171
CCDC172	Ccdc172
CCDC173	Ccdc173
CCDC174	Ccdc174
CCDC175	Ccdc175
CCDC177	Ccdc177
CCDC178	Ccdc178
CCDC179	1700015G11Rik
CCDC18	Ccdc18
CCDC18	Golga2
CCDC180	Ccdc180
CCDC181	Ccdc181
CCDC182	Ccdc182
CCDC183	Ccdc183
CCDC184	Ccdc184
CCDC185	Ccdc185
CCDC186	Ccdc186
CCDC187	Ccdc187
CCDC188	Ccdc188
CCDC189	Ccdc189
CCDC190	Ccdc190
CCDC191	Ccdc191
CCDC192	Ccdc192
CCDC194	Ccdc194
CCDC195	Gm45261
CCDC196	Gm6657
CCDC198	ccdc198
CCDC200	Gm11634
CCDC201	Ccdc201
CCDC22	Ccdc22
CCDC24	Ccdc24
CCDC24	B4galt2
CCDC25	Ccdc25
CCDC27	Ccdc27
CCDC28A	Ccdc28a
CCDC28B	Ccdc28b
CCDC3	Ccdc3
CCDC30	Ccdc30
CCDC32	Ccdc32
CCDC33	Ccdc33
CCDC34	Ccdc34
CCDC38	Ccdc38
CCDC39	Ccdc39
CCDC39	Clip1
CCDC39	Ccdc39
CCDC40	Ccdc40
CCDC42	Ccdc42
CCDC43	Ccdc43
CCDC47	Ccdc47
CCDC50	Ccdc50
CCDC51	Ccdc51
CCDC54	Ccdc54
CCDC57	Ccdc57
CCDC59	Ccdc59
CCDC6	Ccdc6
CCDC60	Ccdc60
CCDC61	Ccdc61
CCDC62	Ccdc62
CCDC63	Ccdc63
CCDC65	Ccdc65
CCDC66	Ccdc66
CCDC68	Ccdc68
CCDC69	Ccdc69
CCDC7	Ccdc7a
CCDC7	Ccdc7b
CCDC70	Ccdc70
CCDC71	Ccdc71
CCDC71	Ccdc71l
CCDC71L	Ccdc71l
CCDC71L	Ccdc71
CCDC73	Gm38521
CCDC73	Ccdc73
CCDC74A	Ccdc74a
CCDC74B	Ccdc74a
CCDC77	Ccdc77
CCDC78	Ccdc78
CCDC8	Ccdc8
CCDC80	Ccdc80
CCDC81	Ccdc81
CCDC82	Ccdc82
CCDC83	Ccdc83
CCDC85A	Ccdc85a
CCDC85B	Ccdc85b
CCDC85C	Ccdc85c
CCDC86	Ccdc86
CCDC86	Rgs3
CCDC87	Ccdc87
CCDC88A	Ccdc88a
CCDC88A	Ccdc88c
CCDC88B	Ccdc88b
CCDC88C	Ccdc88c
CCDC88C	Ccdc88a
CCDC89	Ccdc89
CCDC89	Pmfbp1
CCDC9	Ccdc9
CCDC90B	Ccdc90b
CCDC91	Ccdc91
CCDC92	Ccdc92
CCDC92B	Ccdc92b
CCDC93	Ccdc93
CCDC96	Ccdc96
CCDC97	Ccdc97
CCDC9B	Ccdc9b
CCER1	Ccer1
CCER2	Ccer2
CCHCR1	Cchcr1
CCIN	Ccin
CCK	Cck
CCKAR	Cckar
CCKBR	Cckbr
CCL1	Ccl1
CCL11	Ccl11
CCL11	Ccl7
CCL11	Ccl12
CCL11	Ccl2
CCL13	Ccl11
CCL13	Ccl2
CCL13	Ccl7
CCL13	Ccl12
CCL15	Ccl9
CCL15	Ccl6
CCL15-CCL14	Ccl9
CCL15-CCL14	Ccl6
CCL17	Ccl17
CCL18	Ccl3
CCL19	Ccl19
CCL19	Gm2564
CCL19	Ccl19-ps1
CCL19	Gm12407
CCL19	Gm2457
CCL19	Gm21104
CCL19	Ccl19
CCL19	CR974586.2
CCL19	CR974586.4
CCL19	-
CCL19	-
CCL19	Gm13309
CCL2	Ccl2
CCL2	Ccl12
CCL2	Ccl11
CCL2	Ccl7
CCL20	Ccl20
CCL21	Ccl21a
CCL21	Ccl21b
CCL21	Gm13304
CCL21	Gm10591
CCL21	Ccl21d
CCL21	Ccl21c
CCL21	Ccl21a
CCL21	Ccl21b
CCL21	Ccl21b
CCL21	-
CCL21	-
CCL21	-
CCL22	Ccl22
CCL23	Ccl9
CCL23	Ccl6
CCL24	Ccl24
CCL25	Ccl25
CCL26	Ccl26
CCL27	Ccl27a
CCL27	Ccl27b
CCL27	Gm13306
CCL27	Ccl27a
CCL27	Ccl27a
CCL28	Ccl28
CCL3	Ccl3
CCL3L3	Ccl3
CCL4	Ccl4
CCL4L2	Ccl4
CCL5	Ccl5
CCL7	Ccl7
CCL7	Ccl11
CCL7	Ccl12
CCL7	Ccl2
CCL8	Ccl12
CCL8	Ccl8
CCL8	Ccl11
CCL8	Ccl7
CCL8	Ccl2
CCM2	Ccm2
CCM2	Ccm2l
CCM2L	Ccm2l
CCM2L	Ccm2
CCN1	Ccn1
CCN1	Ccn2
CCN2	Ccn2
CCN2	Ccn1
CCN3	Ccn3
CCN4	Ccn4
CCN5	Ccn5
CCN6	Ccn6
CCNA1	Ccna1
CCNA2	Ccna2
CCNB1	Ccnb1
CCNB1	Ccnb1-ps
CCNB1IP1	Ccnb1ip1
CCNB2	Ccnb2
CCNB3	Ccnb3
CCNC	Ccnc
CCND1	Ccnd1
CCND1	Ccnd2
CCND1	Ccnd3
CCND2	Ccnd2
CCND2	Ccnd1
CCND2	Ccnd3
CCND3	Ccnd3
CCND3	Ccnd1
CCND3	Ccnd2
CCNDBP1	Ccndbp1
CCNE1	Ccne1
CCNE2	Ccne2
CCNF	Ccnf
CCNG1	Ccng1
CCNG2	Ccng2
CCNH	Ccnh
CCNI	Ccni
CCNJ	Ccnj
CCNJL	Ccnjl
CCNK	Ccnk
CCNL1	Ccnl1
CCNL1	Ccnl2
CCNL2	Ccnl2
CCNL2	Ccnl1
CCNO	Ccno
CCNQ	Ccnq
CCNT1	Ccnt1
CCNT2	Ccnt2
CCNY	Ccny
CCNYL1	Ccnyl1
CCNYL2	Ccny
CCNYL3	Ccnyl1
CCP110	Ccp110
CCPG1	Ccpg1
CCR1	Ccr1
CCR1	Ccr1l1
CCR10	Ccr10
CCR2	Ccr2
CCR2	Ccr5
CCR3	Ccr3
CCR4	Ccr4
CCR5	Ccr5
CCR5	Ccr2
CCR6	Ccr6
CCR7	Ccr7
CCR8	Ccr8
CCR9	Ccr9
CCRL2	Ccrl2
CCS	Ccs
CCSAP	Ccsap
CCSER1	Ccser1
CCSER2	Ccser2
CCT2	Cct2
CCT3	Cct3
CCT4	Cct4
CCT5	Cct5
CCT6A	Cct6a
CCT6A	Cct6b
CCT6B	Cct6b
CCT6B	Cct6a
CCT7	Cct7
CCT8	Cct8
CCT8	Cct8l1
CCT8L1P	Cct8l1
CCT8L2	Cct8l1
CCT8L2	Cct8
CCZ1	Ccz1
CCZ1B	Ccz1
CD101	Cd101
CD101	Igsf3
CD109	Cd109
CD14	Cd14
CD151	Cd151
CD151	Tspan11
CD160	Cd160
CD163	Cd163
CD163	Dmbt1
CD163	Scart2
CD163	Scart1
CD163	Cd5
CD163L1	Cd163
CD163L1	Dmbt1
CD163L1	Scart2
CD163L1	Scart1
CD163L1	Cd5
CD164	Cd164
CD164L2	Cd164l2
CD177	Cd177
CD177	Lypd10
CD177	Lypd11
CD180	Cd180
CD19	Cd19
CD1D	Cd1d1
CD1D	Cd1d2
CD1E	Cd1d1
CD2	Cd2
CD200	Cd200
CD200	Gm609
CD200R1	Cd200r1
CD200R1	Cd200r4
CD200R1	Cd200r2
CD200R1	Cd200r3
CD200R1	F630003A18Rik
CD200R1L	Cd200r4
CD200R1L	Cd200r2
CD200R1L	Cd200r1
CD200R1L	Cd200r3
CD200R1L	F630003A18Rik
CD207	Cd207
CD209	Cd209b
CD209	Cd209d
CD209	Cd209e
CD209	Cd209a
CD209	Cd209c
CD209	Cd209f
CD209	Cd209g
CD22	Cd22
CD226	Cd226
CD24	Cd24a
CD244	Cd244a
CD247	Cd247
CD248	Cd248
CD27	Cd27
CD274	Cd274
CD276	Cd276
CD28	Cd28
CD2AP	Cd2ap
CD2BP2	Cd2bp2
CD300A	Cd300a
CD300A	Cd300c2
CD300A	Cd300c
CD300C	Cd300c
CD300C	Cd300c2
CD300C	Cd300a
CD300E	Cd300e
CD300H	Cd300c
CD300H	Cd300c2
CD300H	Cd300a
CD300LB	Cd300lb
CD300LB	Cd300ld
CD300LB	Cd300lf
CD300LB	Cd300ld3
CD300LB	Cd300ld4
CD300LB	Cd300ld5
CD300LD	Cd300ld
CD300LD	Cd300ld3
CD300LD	Cd300ld4
CD300LD	Cd300ld5
CD300LD	Cd300lf
CD300LD	Cd300ld2
CD300LD	Cd300a
CD300LD	Cd300lb
CD300LF	Cd300lf
CD300LF	Cd300ld
CD300LF	Cd300ld3
CD300LF	Cd300ld2
CD300LF	Cd300ld4
CD300LF	Cd300ld5
CD300LF	Cd300lb
CD300LG	Cd300lg
CD302	Cd302
CD320	Cd320
CD33	Cd33
CD33	Siglech
CD33	Siglecf
CD34	Cd34
CD36	Cd36
CD37	Cd37
CD37	Cd82
CD37	-
CD38	Cd38
CD38	Bst1
CD3D	Cd3d
CD3E	Cd3e
CD3G	Cd3g
CD4	Cd4
CD40	Cd40
CD40LG	Cd40lg
CD44	Cd44
CD46	Cd46
CD47	Cd47
CD48	Cd48
CD5	Cd5
CD5	Cd5l
CD5	Cd163
CD5	Scart2
CD5	Scart1
CD5	Ssc5d
CD52	Cd52
CD53	Cd53
CD55	Cd55
CD55	Cd55b
CD59	Cd59b
CD59	Cd59a
CD5L	Cd5l
CD5L	Cd5
CD6	Cd6
CD6	Prss12
CD63	Cd63
CD63	Cd63-ps
CD68	Cd68
CD69	Cd69
CD7	Cd7
CD70	Cd70
CD72	Cd72
CD72	Klrh1
CD74	Cd74
CD79A	Cd79a
CD79B	Cd79b
CD80	Cd80
CD81	Cd81
CD82	Cd82
CD82	Cd37
CD83	Cd83
CD84	Cd84
CD86	Cd86
CD8A	Cd8a
CD8B	Cd8b1
CD8B2	Cd8b1
CD9	Cd9
CD93	Cd93
CD93	Egfem1
CD96	Cd96
CD99	Cd99
CD99L2	Cd99l2
CDA	Cda
CDADC1	Cdadc1
CDAN1	Cdan1
CDC123	Cdc123
CDC14A	Cdc14a
CDC14B	Cdc14b
CDC14C	Cdc14b
CDC16	Cdc16
CDC20	Cdc20
CDC20B	Cdc20b
CDC23	Cdc23
CDC25A	Cdc25a
CDC25B	Cdc25b
CDC25C	Cdc25c
CDC26	Cdc26
CDC27	Cdc27
CDC34	Cdc34
CDC34	Cdc34b
CDC34	Ube2r2
CDC37	Cdc37
CDC37L1	Cdc37l1
CDC40	Cdc40
CDC42	Cdc42
CDC42BPA	Cdc42bpa
CDC42BPA	Cdc42bpb
CDC42BPA	Cdc42bpg
CDC42BPB	Cdc42bpb
CDC42BPB	Cdc42bpa
CDC42BPB	Cdc42bpg
CDC42BPG	Cdc42bpg
CDC42BPG	Cdc42bpb
CDC42BPG	Cdc42bpa
CDC42EP1	Cdc42ep1
CDC42EP2	Cdc42ep2
CDC42EP3	Cdc42ep3
CDC42EP4	Cdc42ep4
CDC42EP5	Cdc42ep5
CDC42SE1	Cdc42se1
CDC42SE1	Cdc42se2
CDC42SE2	Cdc42se2
CDC42SE2	Cdc42se1
CDC45	Cdc45
CDC5L	Cdc5l
CDC5L	Gm9040
CDC5L	Gm9048
CDC5L	Gm9049
CDC5L	Gm9046
CDC5L	Gm32717
CDC5L	Gm9045
CDC5L	Gm9044
CDC5L	Gm32802
CDC6	Cdc6
CDC7	Cdc7
CDC73	Cdc73
CDCA2	Cdca2
CDCA3	Cdca3
CDCA4	Cdca4
CDCA5	Cdca5
CDCA7	Cdca7
CDCA7L	Cdca7l
CDCA8	Cdca8
CDCP1	Cdcp1
CDCP2	Cdcp2
CDH1	Cdh1
CDH1	Cdh2
CDH1	Cdh3
CDH1	Cdh4
CDH10	Cdh10
CDH10	Cdh6
CDH10	Cdh12
CDH10	Cdh9
CDH10	Cdh8
CDH10	Cdh22
CDH10	Cdh18
CDH10	Cdh20
CDH10	Cdh24
CDH10	Cdh7
CDH10	Cdh19
CDH10	Cdh11
CDH11	Cdh11
CDH11	Cdh9
CDH11	Cdh8
CDH11	Cdh6
CDH11	Cdh10
CDH11	Cdh12
CDH11	Cdh22
CDH11	Cdh18
CDH11	Cdh20
CDH11	Cdh24
CDH11	Cdh7
CDH11	Cdh19
CDH12	Cdh12
CDH12	Cdh9
CDH12	Cdh6
CDH12	Cdh10
CDH12	Cdh8
CDH12	Cdh22
CDH12	Cdh18
CDH12	Cdh20
CDH12	Cdh24
CDH12	Cdh7
CDH12	Cdh19
CDH12	Cdh11
CDH13	Cdh13
CDH15	Cdh15
CDH16	Cdh16
CDH17	Cdh17
CDH18	Cdh18
CDH18	Cdh9
CDH18	Cdh8
CDH18	Cdh6
CDH18	Cdh10
CDH18	Cdh12
CDH18	Cdh22
CDH18	Cdh20
CDH18	Cdh24
CDH18	Cdh7
CDH18	Cdh19
CDH18	Cdh11
CDH19	Cdh19
CDH19	Cdh9
CDH19	Cdh8
CDH19	Cdh6
CDH19	Cdh10
CDH19	Cdh12
CDH19	Cdh22
CDH19	Cdh18
CDH19	Cdh20
CDH19	Cdh24
CDH19	Cdh7
CDH19	Cdh11
CDH2	Cdh2
CDH2	Cdh1
CDH2	Cdh3
CDH2	Cdh4
CDH20	Cdh20
CDH20	Cdh9
CDH20	Cdh8
CDH20	Cdh6
CDH20	Cdh10
CDH20	Cdh12
CDH20	Cdh22
CDH20	Cdh18
CDH20	Cdh24
CDH20	Cdh7
CDH20	Cdh19
CDH20	Cdh11
CDH22	Cdh22
CDH22	Cdh9
CDH22	Cdh8
CDH22	Cdh6
CDH22	Cdh10
CDH22	Cdh12
CDH22	Cdh18
CDH22	Cdh20
CDH22	Cdh24
CDH22	Cdh7
CDH22	Cdh19
CDH22	Cdh11
CDH23	Cdh23
CDH23	Fat1
CDH23	Celsr2
CDH23	Fat3
CDH23	Dchs1
CDH23	Dchs2
CDH23	Fat2
CDH23	Fat4
CDH24	Cdh24
CDH24	Cdh20
CDH24	Cdh7
CDH24	Cdh19
CDH24	Cdh11
CDH24	Cdh9
CDH24	Cdh8
CDH24	Cdh6
CDH24	Cdh10
CDH24	Cdh12
CDH24	Cdh22
CDH24	Cdh18
CDH26	Cdh26
CDH3	Cdh3
CDH3	Cdh1
CDH3	Cdh2
CDH3	Cdh4
CDH4	Cdh4
CDH4	Cdh1
CDH4	Cdh2
CDH4	Cdh3
CDH5	Cdh5
CDH6	Cdh6
CDH6	Cdh9
CDH6	Cdh10
CDH6	Cdh12
CDH6	Cdh8
CDH6	Cdh22
CDH6	Cdh18
CDH6	Cdh20
CDH6	Cdh24
CDH6	Cdh7
CDH6	Cdh19
CDH6	Cdh11
CDH7	Cdh7
CDH7	Cdh9
CDH7	Cdh8
CDH7	Cdh6
CDH7	Cdh10
CDH7	Cdh12
CDH7	Cdh22
CDH7	Cdh18
CDH7	Cdh20
CDH7	Cdh24
CDH7	Cdh19
CDH7	Cdh11
CDH8	Cdh8
CDH8	Cdh9
CDH8	Cdh6
CDH8	Cdh10
CDH8	Cdh12
CDH8	Cdh22
CDH8	Cdh18
CDH8	Cdh20
CDH8	Cdh24
CDH8	Cdh7
CDH8	Cdh19
CDH8	Cdh11
CDH9	Cdh9
CDH9	Cdh6
CDH9	Cdh10
CDH9	Cdh12
CDH9	Cdh8
CDH9	Cdh22
CDH9	Cdh18
CDH9	Cdh20
CDH9	Cdh24
CDH9	Cdh7
CDH9	Cdh19
CDH9	Cdh11
CDHR1	Cdhr1
CDHR2	Cdhr2
CDHR3	Cdhr3
CDHR3	Gm281
CDHR4	Cdhr4
CDHR5	Cdhr5
CDIN1	Cdin1
CDIP1	Cdip1
CDIPT	Cdipt
CDIPTOSP	Cdiptos
CDK1	Cdk1
CDK10	Cdk10
CDK10	Cdk11b
CDK11A	Cdk11b
CDK11A	Cdk10
CDK11B	Cdk11b
CDK11B	Cdk10
CDK12	Cdk12
CDK12	Cdk13
CDK13	Cdk13
CDK13	Cdk12
CDK14	Cdk14
CDK15	Cdk15
CDK16	Cdk16
CDK16	Cdk17
CDK16	Cdk18
CDK17	Cdk17
CDK17	Cdk16
CDK17	Cdk18
CDK18	Cdk18
CDK18	Cdk16
CDK18	Cdk17
CDK19	Cdk19
CDK19	Cdk8
CDK2	Cdk2
CDK20	Cdk20
CDK2AP1	Cdk2ap1
CDK2AP1	Gm12184
CDK2AP2	Cdk2ap2
CDK3	Cdk3
CDK4	Cdk4
CDK5	Cdk5
CDK5R1	Cdk5r1
CDK5R2	Cdk5r2
CDK5RAP1	Cdk5rap1
CDK5RAP2	Cdk5rap2
CDK5RAP3	Cdk5rap3
CDK6	Cdk6
CDK6-AS1	Gm36470
CDK7	Cdk7
CDK8	Cdk8
CDK8	Cdk19
CDK9	Cdk9
CDKAL1	Cdkal1
CDKL1	Cdkl1
CDKL2	Cdkl2
CDKL3	Cdkl3
CDKL4	Cdkl4
CDKL5	Cdkl5
CDKN1A	Cdkn1a
CDKN1B	Cdkn1b
CDKN1C	Cdkn1c
CDKN2A	Cdkn2a
CDKN2A	Cdkn2b
CDKN2AIP	Cdkn2aip
CDKN2AIPNL	Cdkn2aipnl
CDKN2B	Cdkn2b
CDKN2C	Cdkn2c
CDKN2D	Cdkn2d
CDKN3	Cdkn3
CDNF	Cdnf
CDNF	Manf
CDO1	Cdo1
CDON	Cdon
CDPF1	Cdpf1
CDR1	Cdr1
CDR2	Cdr2
CDR2	Cdr2l
CDR2L	Cdr2l
CDR2L	Cdr2
CDRT1	Fbxw10
CDRT4	Cdrt4
CDS1	Cds1
CDS1	Cds2
CDS2	Cds2
CDS2	Cds1
CDSN	Cdsn
CDT1	Cdt1
CDV3	Cdv3
CDV3	Cdv3-ps
CDX1	Cdx1
CDX1	Cdx2
CDX2	Cdx2
CDX2	Cdx1
CDX4	Cdx4
CDY1	Cdyl
CDY1B	Cdyl
CDY2A	Cdyl
CDY2B	Cdyl
CDYL	Cdyl
CDYL2	Cdyl2
CEACAM1	Ceacam1
CEACAM1	Ceacam2
CEACAM1	Ceacam10
CEACAM1	Psg18
CEACAM1	Psg22
CEACAM1	Psg27
CEACAM1	Psg29
CEACAM16	Ceacam16
CEACAM18	Ceacam18
CEACAM19	Ceacam19
CEACAM20	Ceacam20
CEACAM21	Ceacam15
CEACAM21	Ceacam9
CEACAM21	Psg17
CEACAM21	Psg19
CEACAM21	Psg20
CEACAM21	Psg21
CEACAM21	Psg23
CEACAM21	Psg25
CEACAM21	Psg26
CEACAM21	Psg27
CEACAM21	Psg28
CEACAM21	Ceacam5
CEACAM21	Ceacam3
CEACAM21	Psg16
CEACAM21	Psg18
CEACAM21	Psg22
CEACAM21	Ceacam14
CEACAM21	Ceacam1
CEACAM21	Ceacam2
CEACAM21	Ceacam10
CEACAM21	Psg29
CEACAM21	Ceacam11
CEACAM21	Ceacam12
CEACAM21	Ceacam13
CEACAM21	Gm5155
CEACAM3	Ceacam1
CEACAM3	Ceacam2
CEACAM3	Ceacam10
CEACAM3	Ceacam9
CEACAM3	Psg18
CEACAM3	Psg22
CEACAM3	Psg29
CEACAM4	Ceacam1
CEACAM4	Psg18
CEACAM4	Psg22
CEACAM4	Psg29
CEACAM4	Ceacam2
CEACAM4	Ceacam9
CEACAM4	Ceacam10
CEACAM4	Psg16
CEACAM4	Psg17
CEACAM4	Psg19
CEACAM4	Psg20
CEACAM4	Psg21
CEACAM4	Psg23
CEACAM4	Psg25
CEACAM4	Psg26
CEACAM4	Psg27
CEACAM4	Psg28
CEACAM4	Ceacam11
CEACAM4	Ceacam14
CEACAM4	Ceacam12
CEACAM4	Ceacam13
CEACAM4	Ceacam5
CEACAM4	Ceacam3
CEACAM4	Gm5155
CEACAM5	Ceacam1
CEACAM5	Ceacam2
CEACAM5	Ceacam10
CEACAM5	Psg27
CEACAM6	Ceacam1
CEACAM6	Ceacam2
CEACAM6	Ceacam10
CEACAM6	Psg27
CEACAM7	Ceacam1
CEACAM7	Ceacam2
CEACAM7	Ceacam9
CEACAM7	Ceacam10
CEACAM7	Ceacam11
CEACAM8	Ceacam1
CEACAM8	Ceacam2
CEACAM8	Ceacam10
CEACAM8	Psg27
CEBPA	Cebpa
CEBPB	Cebpb
CEBPD	Cebpd
CEBPE	Cebpe
CEBPG	Cebpg
CEBPZ	Cebpz
CEBPZOS	Cebpzos
CECR2	Cecr2
CEL	Cel
CELA1	Cela1
CELA2A	Cela2a
CELA2A	Ctrc
CELA2B	Cela2a
CELA2B	Ctrc
CELA3A	Cela3a
CELA3A	Cela3b
CELA3B	Cela3b
CELA3B	Cela3a
CELF1	Celf1
CELF1	Celf2
CELF2	Celf2
CELF2	Celf1
CELF3	Celf3
CELF3	Celf6
CELF4	Celf4
CELF4	Celf6
CELF5	Celf5
CELF6	Celf6
CELF6	Celf3
CELF6	Celf4
CELSR1	Celsr1
CELSR1	Celsr2
CELSR1	Celsr3
CELSR2	Celsr2
CELSR2	Celsr1
CELSR2	Celsr3
CELSR3	Celsr3
CELSR3	Celsr1
CELSR3	Celsr2
CEMIP	Cemip
CEMIP	Cemip2
CEMIP2	Cemip2
CEMIP2	Cemip
CENATAC	Ccdc84
CEND1	Cend1
CENPA	Cenpa
CENPB	Cenpb
CENPC	Cenpc1
CENPE	Cenpe
CENPF	Cenpf
CENPH	Cenph
CENPI	Cenpi
CENPJ	Cenpj
CENPJ	Tcp10a
CENPJ	Tcp10b
CENPJ	Tcp10c
CENPK	Cenpk
CENPL	Cenpl
CENPM	Cenpm
CENPN	Cenpn
CENPO	Cenpo
CENPP	Cenpp
CENPQ	Cenpq
CENPS	Cenps
CENPS-CORT	Cenps
CENPT	Cenpt
CENPU	Cenpu
CENPV	Cenpv
CENPVL1	Cenpv
CENPVL2	Cenpv
CENPVL3	Cenpv
CENPW	Cenpw
CENPX	Cenpx
CEP104	Cep104
CEP112	Cep112
CEP112	Bicd2
CEP120	Cep120
CEP126	Cep126
CEP128	Cep128
CEP128	Ccdc39
CEP131	Cep131
CEP131	Mad1l1
CEP135	Cep135
CEP152	Cep152
CEP162	Cep162
CEP164	Cep164
CEP164	Ogfr
CEP170	Cep170
CEP170B	Cep170b
CEP170P1	Cep170
CEP19	Cep19
CEP192	Cep192
CEP20	Cep20
CEP250	Cep250
CEP290	Cep290
CEP295	Cep295
CEP295NL	Cep295nl
CEP295NL	Cep295
CEP350	Cep350
CEP41	Cep41
CEP43	Cep43
CEP44	Cep44
CEP55	Cep55
CEP57	Cep57
CEP57L1	Cep57l1
CEP63	Cep63
CEP68	Cep68
CEP70	Cep70
CEP72	Cep72
CEP76	Cep76
CEP78	Cep78
CEP83	Cep83
CEP85	Cep85
CEP85	Iqcd
CEP85L	Cep85l
CEP89	Cep89
CEP95	Cep95
CEP97	Cep97
CEPT1	Cept1
CEPT1	Chpt1
CER1	Cer1
CERCAM	Cercam
CERK	Cerk
CERKL	Cerkl
CERS1	Cers1
CERS1	Gdf1
CERS2	Cers2
CERS3	Cers3
CERS4	Cers4
CERS5	Cers5
CERS5	Cers6
CERS6	Cers6
CERS6	Cers5
CERT1	Cert1
CES1	Ces1d
CES1	Ces1b
CES1	Ces1g
CES1	Ces1f
CES1	Ces1c
CES1	Ces1e
CES1	Ces1h
CES1	Ces1a
CES1P1	Ces1f
CES1P1	Ces1d
CES1P1	Ces1g
CES1P1	Ces1e
CES2	Ces2h
CES2	Ces2c
CES2	Ces2f
CES2	Ces2a
CES2	Ces2e
CES2	Ces2b
CES2	Ces2g
CES2	Ces2d-ps
CES3	Ces3a
CES3	Ces3b
CES4A	Ces4a
CES5A	Ces5a
CETN1	Cetn1
CETN2	Cetn2
CETN3	Cetn3
CFAP100	Cfap100
CFAP126	Cfap126
CFAP157	Cfap157
CFAP161	Cfap161
CFAP20	Cfap20
CFAP206	Cfap206
CFAP20DC	Cfap20dc
CFAP221	Cfap221
CFAP251	Wdr66
CFAP298	Cfap298
CFAP298-TCP10L	Cfap298
CFAP298-TCP10L	Tcp10a
CFAP298-TCP10L	Tcp10b
CFAP298-TCP10L	Tcp10c
CFAP299	Cfap299
CFAP300	Cfap300
CFAP36	Cfap36
CFAP410	Cfap410
CFAP43	Cfap43
CFAP44	Cfap44
CFAP45	Cfap45
CFAP46	Cfap46
CFAP47	Cfap47
CFAP47	-
CFAP52	Cfap52
CFAP53	Cfap53
CFAP53	Swap70
CFAP54	Cfap54
CFAP57	Cfap57
CFAP58	Cfap58
CFAP61	Cfap61
CFAP65	Cfap65
CFAP69	Cfap69
CFAP70	Cfap70
CFAP73	Cfap73
CFAP74	Cfap74
CFAP77	Cfap77
CFAP91	Cfap91
CFAP92	1810020O05Rik
CFAP94	Casc1
CFAP97	Cfap97
CFAP97D1	Cfap97d1
CFAP97D2	Cfap97d2
CFAP99	Cfap99
CFB	Cfb
CFB	Gm20547
CFB	C2
CFC1	Cfc1
CFC1B	Cfc1
CFD	Cfd
CFDP1	Cfdp1
CFH	Cfh
CFH	Cfhr4
CFH	Cfhr2
CFHR1	Cfhr1
CFHR1	Cfhr2
CFHR1	Cfhr4
CFHR1	Cfh
CFHR2	Cfhr1
CFHR2	Cfhr2
CFHR3	Cfhr2
CFHR3	Cfhr4
CFHR3	Cfh
CFHR4	Cfhr2
CFHR4	Cfhr4
CFHR4	Cfh
CFHR4	Cfhr1
CFHR5	Cfhr4
CFHR5	Cfh
CFI	Cfi
CFL1	Cfl1
CFL1	Cfl2
CFL2	Cfl2
CFL2	Cfl1
CFLAR	Cflar
CFP	Cfp
CFTR	Cftr
CGA	Cga
CGAS	Cgas
CGB1	Lhb
CGB1	Lhb
CGB2	Lhb
CGB2	Lhb
CGB3	Lhb
CGB5	Lhb
CGB5	Lhb
CGB7	Lhb
CGB7	Lhb
CGB8	Lhb
CGGBP1	Cggbp1
CGN	Cgn
CGN	BC021767
CGNL1	Cgnl1
CGREF1	Cgref1
CGRRF1	Cgrrf1
CH25H	Ch25h
CHAC1	Chac1
CHAC2	Chac2
CHAD	Chad
CHADL	Chadl
CHAF1A	Chaf1a
CHAF1B	Chaf1b
CHAMP1	Champ1
CHAT	Chat
CHAT	Crat
CHCHD1	Chchd1
CHCHD10	Chchd10
CHCHD2	Chchd2
CHCHD2	Chchd2-ps
CHCHD2P9	Chchd2
CHCHD3	Chchd3
CHCHD4	Chchd4
CHCHD4	AU015836
CHCHD5	Chchd5
CHCHD6	Chchd6
CHCHD7	Chchd7
CHD1	Chd1
CHD1	Chd2
CHD1L	Chd1l
CHD2	Chd2
CHD2	Chd1
CHD3	Chd3
CHD3	Chd4
